date,AQI,PM2.5,PM10,NO2,SO2,CO,O3_8h_max,temperature,humidity,wind_speed
2021-08-29,57,10.6,21.1,28.1,3.7,0.74,92.7,28.0,90,2.4
2021-08-30,36,18.2,29.5,33.2,4.2,0.76,61.0,27.8,81,2.0
2021-08-31,29,10.7,17.0,27.6,6.4,0.64,47.8,28.4,75,3.0
2021-09-01,34,14.8,22.4,22.7,8.3,0.72,65.4,24.2,79,2.1
2021-09-02,35,7.6,7.0,27.7,9.3,0.66,55.0,25.1,83,3.7
2021-09-03,28,14.7,22.2,28.4,5.4,0.89,49.6,28.7,67,1.7
2021-09-04,22,4.9,10.7,21.4,4.8,0.71,45.7,27.6,73,1.7
2021-09-05,65,9.1,15.7,24.7,4.9,0.63,103.6,30.3,73,2.4
2021-09-06,43,20.8,36.0,25.8,8.1,0.65,58.3,26.4,79,1.5
2021-09-07,27,20.9,37.6,36.6,4.4,0.73,33.2,26.3,80,3.7
2021-09-08,50,19.1,31.5,14.5,8.1,0.8,84.5,26.2,71,1.5
2021-09-09,36,12.2,16.9,34.2,5.5,0.59,71.3,26.4,63,2.2
2021-09-10,32,16.8,32.6,21.4,8.6,0.9,50.6,25.7,83,3.9
2021-09-11,32,17.0,27.5,18.8,7.2,0.75,48.1,27.5,66,2.8
2021-09-12,42,11.2,18.0,34.1,7.6,0.77,72.2,27.1,77,3.5
2021-09-13,43,24.5,43.6,31.4,4.2,0.71,58.4,26.0,74,3.9
2021-09-14,43,21.4,34.1,34.5,7.2,0.72,33.2,29.5,76,2.2
2021-09-15,54,15.9,30.8,31.8,8.7,0.71,88.9,30.8,88,2.5
2021-09-16,37,17.1,32.2,39.4,6.4,0.82,55.6,29.3,99,2.2
2021-09-17,53,18.0,23.5,30.4,6.9,0.72,84.5,28.1,62,2.8
2021-09-18,51,6.8,11.6,26.1,3.9,0.8,81.3,28.5,83,4.2
2021-09-19,25,15.8,23.7,29.1,5.2,0.68,47.1,30.7,74,1.9
2021-09-20,41,13.6,22.3,34.5,5.6,0.74,77.6,28.5,83,1.5
2021-09-21,29,12.0,19.0,22.3,9.9,0.64,52.3,25.8,83,2.4
2021-09-22,22,15.6,24.2,23.1,5.3,0.84,34.1,27.8,86,3.9
2021-09-23,32,26.0,48.6,25.1,3.1,0.64,55.7,28.3,77,1.9
2021-09-24,42,20.2,36.7,14.4,10.9,0.69,68.1,25.0,68,3.5
2021-09-25,33,14.1,22.5,27.8,6.0,0.69,55.2,26.4,82,2.6
2021-09-26,28,19.9,29.1,15.7,6.1,0.68,57.5,29.2,76,2.0
2021-09-27,55,24.0,43.0,27.3,3.2,0.79,79.3,23.4,73,0.3
2021-09-28,38,21.6,35.0,32.2,5.0,0.69,63.7,24.5,71,5.3
2021-09-29,31,17.3,26.6,24.1,4.7,0.86,49.5,26.6,83,1.7
2021-09-30,44,13.8,23.5,37.1,6.7,0.64,72.6,27.7,88,4.8
2021-10-01,46,25.5,45.4,24.2,6.4,0.82,62.4,22.3,58,2.2
2021-10-02,22,24.0,42.5,40.1,5.9,0.72,21.6,24.7,73,5.1
2021-10-03,39,26.5,43.5,37.1,5.4,0.84,65.8,27.3,65,3.0
2021-10-04,44,25.2,48.9,22.7,6.0,0.8,65.3,25.1,56,3.3
2021-10-05,37,27.2,39.9,49.3,5.8,0.78,59.7,26.9,69,4.2
2021-10-06,40,19.3,34.1,32.6,8.7,0.92,72.8,23.8,61,1.5
2021-10-07,43,28.6,41.9,27.7,6.3,0.73,49.3,23.4,55,2.2
2021-10-08,36,23.0,34.9,24.6,6.5,0.86,64.4,26.7,62,3.9
2021-10-09,51,32.4,51.6,31.7,10.5,0.72,35.9,25.7,60,4.1
2021-10-10,49,18.6,34.9,32.2,10.2,0.81,65.5,22.6,63,2.9
2021-10-11,57,30.7,54.9,33.6,6.7,0.68,88.7,23.4,57,3.9
2021-10-12,34,23.0,44.3,31.2,5.0,0.73,44.5,28.1,65,4.2
2021-10-13,33,18.7,35.4,36.8,3.9,0.79,48.0,23.2,62,2.7
2021-10-14,30,19.6,25.3,30.7,5.6,0.98,48.7,26.9,71,3.1
2021-10-15,37,20.4,36.2,21.4,7.6,0.81,61.3,24.0,73,3.2
2021-10-16,51,24.1,33.2,32.1,8.2,0.97,43.5,25.0,70,2.3
2021-10-17,43,24.6,42.3,18.8,6.8,0.82,65.7,25.6,66,3.4
2021-10-18,42,19.1,32.8,35.1,4.9,0.76,72.1,20.8,66,3.5
2021-10-19,43,21.9,50.6,27.1,7.6,0.95,67.4,22.1,61,2.1
2021-10-20,52,32.7,51.6,34.0,6.7,0.84,32.9,25.2,61,3.4
2021-10-21,49,30.6,49.4,40.9,6.4,0.74,74.3,23.6,74,2.7
2021-10-22,43,24.2,35.0,27.3,8.6,0.85,73.5,27.0,54,2.7
2021-10-23,34,22.2,40.1,39.4,7.0,0.77,71.9,21.8,67,0.7
2021-10-24,42,22.6,36.7,30.4,7.4,0.6,65.0,26.1,65,2.7
2021-10-25,44,25.1,47.1,43.5,7.3,0.89,62.7,22.2,73,1.8
2021-10-26,48,16.9,22.8,30.8,5.5,0.91,74.9,24.3,57,4.0
2021-10-27,51,20.7,33.0,28.0,5.3,0.98,88.3,22.9,68,3.3
2021-10-28,27,13.7,20.7,37.1,4.1,0.84,45.1,28.8,71,2.1
2021-10-29,42,24.0,39.5,30.4,6.7,0.78,75.6,22.3,53,3.7
2021-10-30,36,25.2,42.4,28.0,6.7,0.88,58.1,24.8,59,3.9
2021-10-31,38,19.6,30.4,30.1,3.0,0.88,57.5,21.5,67,4.1
2021-11-01,49,33.9,46.3,37.2,3.2,1.04,20.2,24.2,69,2.6
2021-11-02,30,19.9,32.9,45.6,8.7,0.88,38.9,21.8,66,3.0
2021-11-03,27,18.7,36.0,25.9,6.7,0.86,28.2,21.3,69,3.0
2021-11-04,39,27.1,54.6,37.6,6.9,0.81,36.2,23.9,56,4.1
2021-11-05,43,31.2,59.8,41.2,3.7,0.93,26.7,21.3,52,3.1
2021-11-06,55,34.4,51.9,38.7,5.6,0.73,36.5,21.4,66,4.3
2021-11-07,34,23.7,46.5,45.4,9.0,0.96,37.1,21.3,55,3.1
2021-11-08,45,31.4,55.3,37.1,7.7,0.94,44.7,22.1,58,4.8
2021-11-09,36,25.8,47.0,36.4,8.3,0.94,19.0,20.0,72,2.7
2021-11-10,30,25.1,38.6,41.1,10.0,0.89,21.5,20.6,67,2.3
2021-11-11,40,30.4,53.6,38.1,3.2,1.03,48.6,22.6,60,1.9
2021-11-12,39,29.3,48.3,35.2,5.2,0.97,31.2,21.6,59,1.6
2021-11-13,38,18.1,30.9,40.6,9.1,0.82,59.3,20.8,70,4.2
2021-11-14,45,33.4,55.1,33.6,8.2,0.82,46.6,18.2,67,1.0
2021-11-15,52,32.9,46.5,33.8,7.9,0.79,52.3,24.0,55,4.5
2021-11-16,49,22.9,49.4,34.3,5.4,0.94,64.4,19.7,49,3.3
2021-11-17,43,28.0,35.6,45.6,7.4,0.78,38.6,23.0,80,1.7
2021-11-18,41,28.5,52.0,18.2,7.2,0.99,34.6,21.4,55,2.6
2021-11-19,49,27.3,42.4,39.9,7.6,1.01,56.3,18.4,69,1.4
2021-11-20,37,23.2,39.1,37.7,4.2,0.79,50.8,23.5,77,3.2
2021-11-21,31,22.6,47.9,27.4,4.5,0.86,40.4,21.5,66,3.7
2021-11-22,45,25.9,47.1,39.4,3.2,0.88,64.1,23.7,60,4.4
2021-11-23,43,31.9,49.6,40.4,2.0,0.97,40.0,20.6,54,4.1
2021-11-24,47,28.7,47.8,41.0,5.7,1.04,43.7,22.4,53,2.3
2021-11-25,42,24.1,41.5,21.6,8.9,0.71,43.5,17.5,68,3.1
2021-11-26,39,29.9,44.7,45.7,3.5,0.85,29.2,20.0,77,4.8
2021-11-27,23,11.8,23.0,33.1,9.6,0.85,44.4,18.5,62,1.6
2021-11-28,49,31.7,55.8,41.6,6.0,0.74,64.2,20.3,61,4.1
2021-11-29,34,17.3,28.3,41.9,6.6,0.83,49.9,21.9,71,4.8
2021-11-30,30,24.2,35.2,32.2,7.0,0.92,43.7,19.8,60,2.9
2021-12-01,42,24.4,44.3,44.5,6.8,0.93,30.0,18.7,64,2.8
2021-12-02,42,23.5,37.8,38.2,8.8,0.81,37.4,15.3,62,4.3
2021-12-03,55,35.8,51.0,28.1,2.3,1.25,43.6,18.8,59,3.5
2021-12-04,45,27.7,46.4,47.5,4.1,0.99,41.5,19.6,62,1.7
2021-12-05,44,31.7,46.2,35.8,8.0,0.97,27.4,19.0,76,1.9
2021-12-06,42,29.8,50.7,35.4,6.7,0.85,37.3,16.3,67,1.9
2021-12-07,52,32.4,63.8,38.1,7.7,0.99,39.6,12.7,71,3.2
2021-12-08,51,30.4,45.5,42.1,7.3,0.94,17.3,18.2,55,3.7
2021-12-09,34,23.6,39.4,40.2,6.1,0.77,34.9,16.7,71,5.3
2021-12-10,54,35.0,66.0,43.8,4.4,0.85,5.0,15.0,67,4.1
2021-12-11,35,27.5,46.4,32.5,7.3,1.04,39.6,15.9,50,4.4
2021-12-12,38,22.2,43.2,36.0,6.7,1.15,42.3,19.9,66,3.4
2021-12-13,39,27.9,42.6,39.8,7.9,1.0,43.6,14.7,58,3.4
2021-12-14,51,37.5,58.3,51.9,6.5,1.07,26.5,17.9,50,1.9
2021-12-15,52,34.3,65.0,39.8,3.6,0.94,37.0,17.4,63,2.6
2021-12-16,40,28.3,54.2,47.0,5.2,0.95,53.8,16.3,66,5.1
2021-12-17,37,28.3,45.5,40.7,2.0,1.07,53.6,18.3,63,2.9
2021-12-18,39,28.4,52.5,37.6,5.4,1.13,32.0,20.3,61,4.1
2021-12-19,59,40.4,71.6,39.0,5.4,1.09,34.5,16.4,59,2.6
2021-12-20,47,31.9,48.9,39.5,5.7,0.85,49.1,16.5,82,3.6
2021-12-21,53,32.2,65.8,44.1,2.5,0.95,9.9,18.2,53,4.2
2021-12-22,51,35.2,53.7,48.7,6.1,0.99,27.6,18.8,69,3.4
2021-12-23,49,31.2,51.6,42.7,7.6,0.93,52.4,16.7,62,4.1
2021-12-24,49,28.7,39.6,47.6,2.5,1.0,47.0,16.4,55,2.8
2021-12-25,48,29.0,36.6,34.7,7.2,1.04,37.9,12.6,62,2.7
2021-12-26,52,29.6,56.9,38.0,4.9,1.06,9.8,15.4,51,2.9
2021-12-27,50,29.8,52.2,36.2,5.1,1.13,31.7,14.7,57,4.3
2021-12-28,46,33.6,61.6,42.4,3.6,0.93,23.6,18.4,62,2.0
2021-12-29,37,30.3,34.7,38.3,7.8,0.82,37.4,16.5,50,3.7
2021-12-30,49,33.7,60.3,44.9,3.9,1.0,20.3,16.4,66,4.5
2021-12-31,38,29.6,48.3,34.9,6.6,1.15,17.0,17.0,54,4.4
2022-01-01,36,25.6,51.1,35.4,4.6,0.87,5.0,13.3,53,4.7
2022-01-02,37,15.2,21.4,39.2,3.8,0.99,51.9,18.1,56,2.0
2022-01-03,46,29.8,58.6,22.7,3.6,0.99,27.6,17.6,82,3.7
2022-01-04,43,26.9,52.7,47.8,2.1,0.94,36.0,18.2,49,2.2
2022-01-05,41,30.2,43.5,33.4,4.1,0.92,33.6,16.4,68,2.9
2022-01-06,26,10.7,19.6,22.9,3.8,0.83,17.6,14.9,59,4.4
2022-01-07,61,35.6,62.4,36.0,5.8,0.69,14.7,18.2,62,4.8
2022-01-08,35,24.5,42.3,35.3,9.5,0.81,18.5,13.6,70,2.1
2022-01-09,42,30.7,49.9,34.6,8.0,0.88,22.8,13.3,69,2.3
2022-01-10,41,20.0,38.9,41.0,7.5,1.03,39.1,13.8,60,2.4
2022-01-11,46,28.3,43.5,39.6,3.0,0.91,21.7,16.0,54,2.9
2022-01-12,35,19.9,33.8,36.9,5.2,0.87,59.8,13.5,70,5.0
2022-01-13,31,22.1,39.5,37.8,5.5,0.83,49.0,14.7,69,2.0
2022-01-14,48,34.8,49.6,34.5,5.0,0.99,45.7,11.8,63,1.2
2022-01-15,35,24.2,37.7,45.8,6.6,1.06,31.8,16.0,69,2.2
2022-01-16,39,26.3,44.9,26.2,6.4,1.03,56.3,12.0,61,3.4
2022-01-17,35,29.6,45.8,35.9,9.6,0.98,30.3,13.1,58,2.5
2022-01-18,37,27.7,44.0,35.5,8.4,0.77,33.1,17.4,65,1.7
2022-01-19,37,26.0,47.8,40.0,6.6,0.88,36.1,17.4,69,3.2
2022-01-20,48,27.0,52.1,30.0,6.5,1.11,44.1,15.7,67,2.1
2022-01-21,59,37.2,59.4,24.6,6.6,1.03,43.2,15.6,69,1.5
2022-01-22,39,24.9,40.6,36.0,8.8,0.77,26.5,13.9,59,1.0
2022-01-23,30,26.2,37.0,36.8,2.8,0.91,25.6,13.5,78,1.3
2022-01-24,52,30.5,50.5,44.0,7.0,0.96,43.2,14.3,62,3.3
2022-01-25,40,30.7,50.4,27.5,4.5,0.84,44.3,12.0,64,3.9
2022-01-26,44,31.1,56.3,42.0,5.9,0.69,27.7,15.5,54,3.3
2022-01-27,36,28.4,50.6,49.3,7.6,0.93,9.8,15.1,63,4.7
2022-01-28,22,19.5,37.0,32.8,6.4,0.84,30.5,13.1,69,3.7
2022-01-29,50,33.4,55.5,27.4,4.5,0.84,43.0,18.1,71,1.1
2022-01-30,40,19.5,39.1,32.7,5.6,0.88,60.7,16.2,77,2.2
2022-01-31,40,26.7,40.3,35.2,4.9,0.91,15.6,16.4,69,3.2
2022-02-01,31,17.8,34.0,35.8,2.4,0.88,30.0,15.0,74,3.4
2022-02-02,36,21.3,26.7,28.9,3.9,0.79,30.6,16.0,68,3.9
2022-02-03,40,23.2,38.2,41.7,11.5,0.86,56.7,17.3,67,2.7
2022-02-04,34,23.2,35.7,25.7,2.0,0.7,35.9,16.3,80,3.5
2022-02-05,40,23.7,35.8,22.0,4.9,0.91,22.8,19.2,80,3.3
2022-02-06,42,29.7,44.3,39.0,8.7,0.59,44.8,15.6,63,4.0
2022-02-07,39,23.9,38.2,18.8,4.2,0.85,30.3,15.0,78,3.4
2022-02-08,24,20.4,29.1,31.2,8.3,0.97,18.0,17.3,77,2.8
2022-02-09,38,26.4,47.3,51.1,6.9,0.77,23.0,13.5,63,1.7
2022-02-10,32,27.5,52.5,32.3,7.8,0.95,62.4,17.8,76,3.9
2022-02-11,26,15.5,24.2,25.7,7.1,1.0,42.2,13.4,64,3.6
2022-02-12,35,24.6,44.4,32.1,3.9,0.55,38.0,17.3,53,3.2
2022-02-13,37,25.1,52.8,32.1,4.4,0.86,32.7,14.7,71,1.9
2022-02-14,35,20.1,37.6,33.4,4.4,0.59,40.8,17.0,74,2.1
2022-02-15,40,28.5,53.7,36.4,3.8,0.87,40.6,17.8,71,4.2
2022-02-16,38,20.8,38.8,26.2,8.1,0.88,40.8,16.3,95,3.7
2022-02-17,34,22.2,34.0,42.5,4.6,0.63,38.1,13.6,75,3.7
2022-02-18,31,20.7,36.2,33.9,9.8,1.07,49.4,14.2,73,3.3
2022-02-19,35,21.7,49.1,36.8,5.5,0.91,36.7,14.5,75,2.7
2022-02-20,20,16.1,32.3,28.6,5.9,0.8,21.7,12.2,68,2.8
2022-02-21,15,14.4,19.8,40.1,6.0,1.03,27.2,18.3,79,3.9
2022-02-22,46,29.6,45.7,30.9,8.6,0.7,6.7,16.2,75,3.6
2022-02-23,30,17.4,26.8,34.1,9.0,0.76,66.8,13.7,75,4.5
2022-02-24,24,16.6,29.1,26.8,4.8,0.65,49.3,18.9,67,2.4
2022-02-25,17,10.8,21.4,26.4,8.3,1.06,23.9,14.6,59,3.9
2022-02-26,31,18.4,32.4,36.5,4.2,0.91,32.2,16.5,68,1.1
2022-02-27,13,15.0,23.4,29.7,7.1,0.95,26.8,14.3,74,4.2
2022-02-28,45,29.8,37.7,27.3,5.3,0.91,59.5,12.0,68,1.4
2022-03-01,27,23.0,47.3,23.1,3.6,0.86,23.5,16.3,80,2.0
2022-03-02,22,14.6,28.6,31.2,5.9,0.81,46.5,18.1,76,1.4
2022-03-03,36,29.3,51.9,23.2,4.4,0.83,43.2,20.8,81,4.5
2022-03-04,32,22.9,39.7,26.3,5.0,0.81,57.2,19.7,70,2.5
2022-03-05,26,16.4,26.8,27.1,6.9,0.74,43.2,19.3,80,1.9
2022-03-06,11,5.5,7.9,15.5,6.3,0.8,18.4,15.0,73,2.5
2022-03-07,42,29.5,60.1,18.2,5.8,0.83,41.0,21.5,66,2.2
2022-03-08,22,11.1,19.7,29.0,5.0,0.81,30.2,19.4,77,3.8
2022-03-09,32,9.8,15.2,22.6,10.9,0.65,46.0,18.8,90,2.8
2022-03-10,38,23.1,40.1,33.3,8.2,0.67,66.3,21.3,66,3.6
2022-03-11,43,30.2,50.0,32.8,4.4,0.91,18.7,21.5,79,1.3
2022-03-12,37,24.9,48.0,31.3,5.6,0.77,32.8,21.3,84,2.7
2022-03-13,28,20.8,27.1,37.9,7.5,0.86,36.5,18.5,96,1.9
2022-03-14,28,21.0,25.3,26.5,6.8,0.69,39.1,17.0,74,1.5
2022-03-15,31,22.3,31.8,30.9,6.9,0.65,55.9,21.0,73,4.1
2022-03-16,29,21.8,33.9,23.5,8.2,0.72,42.2,16.3,69,5.0
2022-03-17,29,19.4,29.0,41.7,4.0,0.78,51.0,22.9,87,1.8
2022-03-18,29,18.5,32.8,38.9,3.2,0.73,35.4,19.1,71,2.1
2022-03-19,32,17.7,24.5,27.1,7.2,0.93,48.2,16.9,75,4.0
2022-03-20,27,14.2,30.6,29.3,11.3,0.82,56.5,16.5,63,4.3
2022-03-21,23,16.6,27.0,35.2,8.4,0.98,33.8,16.4,85,2.8
2022-03-22,38,9.5,17.5,26.1,5.8,0.84,56.5,19.3,87,3.7
2022-03-23,30,17.5,23.3,23.1,5.4,0.56,45.6,19.0,85,1.9
2022-03-24,32,13.1,20.6,32.2,7.9,0.91,60.5,16.5,65,2.7
2022-03-25,32,12.5,25.9,27.5,8.9,0.65,41.8,18.3,83,4.3
2022-03-26,29,18.9,26.4,28.1,10.6,0.82,50.5,16.3,65,4.6
2022-03-27,44,25.0,41.9,22.0,5.4,0.72,44.2,20.2,78,4.4
2022-03-28,35,22.6,31.8,16.7,7.7,1.01,43.4,18.9,80,4.0
2022-03-29,33,10.1,14.5,28.4,6.7,0.94,48.7,18.2,80,3.2
2022-03-30,32,13.1,21.5,32.4,8.7,0.73,52.9,16.4,82,1.5
2022-03-31,29,22.7,33.0,25.6,7.4,0.79,26.1,18.4,78,3.3
2022-04-01,38,10.4,20.8,32.9,7.5,0.74,74.7,22.2,64,3.7
2022-04-02,22,14.2,19.6,20.1,2.0,0.81,25.3,23.6,84,2.7
2022-04-03,32,18.1,30.2,18.0,5.9,0.72,42.9,23.3,81,3.5
2022-04-04,40,10.5,20.5,23.9,5.5,0.62,51.8,24.6,73,3.3
2022-04-05,30,15.8,26.3,23.8,6.4,0.65,59.4,22.0,67,3.1
2022-04-06,46,8.6,12.0,28.9,8.0,0.72,76.8,19.3,92,4.1
2022-04-07,20,12.3,23.3,19.7,8.9,0.84,25.3,25.0,90,1.0
2022-04-08,27,16.9,27.6,32.5,8.2,0.76,45.6,21.1,86,3.9
2022-04-09,12,7.3,12.0,36.1,6.6,0.64,21.3,20.8,75,2.6
2022-04-10,29,17.5,31.4,24.1,6.1,0.78,53.7,22.9,60,2.6
2022-04-11,42,15.2,16.2,31.8,6.2,0.68,57.3,23.6,86,3.5
2022-04-12,53,18.1,30.1,18.0,9.7,0.81,77.1,21.9,83,4.3
2022-04-13,34,16.4,33.3,30.8,6.9,0.97,55.0,21.9,77,3.0
2022-04-14,40,22.1,33.1,30.6,5.6,0.68,68.9,22.2,89,0.8
2022-04-15,32,15.9,29.3,29.5,4.5,0.8,62.0,25.8,87,2.0
2022-04-16,30,13.2,29.6,24.2,9.4,0.65,46.7,23.0,81,3.1
2022-04-17,25,15.9,27.7,6.6,5.6,0.71,32.1,21.1,80,2.4
2022-04-18,40,18.0,39.9,20.4,8.1,0.72,57.3,21.1,80,1.7
2022-04-19,19,15.5,24.4,20.5,3.6,0.7,30.8,22.5,85,2.5
2022-04-20,46,15.5,28.9,18.4,8.6,0.97,72.6,23.5,73,4.3
2022-04-21,31,11.8,22.5,25.0,8.9,0.69,50.8,24.0,83,4.3
2022-04-22,44,12.0,17.8,21.8,6.1,0.78,71.1,23.2,73,4.6
2022-04-23,29,8.3,15.4,19.4,11.2,0.53,46.0,21.3,91,3.8
2022-04-24,47,24.0,41.2,17.9,8.5,0.76,57.2,22.2,84,2.2
2022-04-25,22,9.1,8.1,20.0,7.2,0.83,56.3,24.5,74,3.6
2022-04-26,32,11.8,17.6,31.0,10.9,0.67,52.5,20.7,81,3.2
2022-04-27,29,11.7,16.5,20.3,6.1,0.47,46.7,22.1,73,3.5
2022-04-28,41,19.8,30.7,21.2,4.3,0.72,59.1,24.2,92,2.7
2022-04-29,27,13.8,18.6,21.6,4.4,0.72,39.3,24.8,93,3.7
2022-04-30,28,21.5,41.1,26.3,7.3,0.79,35.1,22.6,86,3.5
2022-05-01,47,10.1,17.8,25.7,4.2,0.88,80.2,25.2,92,3.8
2022-05-02,48,14.9,27.5,4.7,6.6,0.64,72.5,23.4,81,1.7
2022-05-03,40,9.3,23.3,29.1,8.0,0.59,62.6,27.1,86,3.0
2022-05-04,51,24.2,43.5,31.6,3.2,0.56,86.6,28.6,90,2.5
2022-05-05,37,7.6,13.3,16.6,8.0,0.7,57.6,31.1,80,3.9
2022-05-06,59,15.0,20.8,17.1,4.1,0.73,81.4,26.8,81,3.1
2022-05-07,40,16.7,28.9,20.2,5.6,0.63,64.2,25.9,87,3.7
2022-05-08,35,15.6,17.7,18.4,10.1,0.76,46.2,24.2,85,5.9
2022-05-09,49,12.6,21.4,24.3,7.1,0.73,89.3,22.2,74,3.3
2022-05-10,42,12.9,20.2,11.3,7.2,0.68,76.5,26.4,63,2.0
2022-05-11,37,13.7,20.6,16.2,8.9,0.59,59.8,30.7,79,2.3
2022-05-12,48,12.8,24.7,32.2,8.5,0.63,72.5,28.5,63,3.3
2022-05-13,38,18.3,29.5,17.4,5.6,0.44,55.5,28.2,72,4.0
2022-05-14,46,24.6,47.7,30.4,4.7,0.7,74.0,26.5,73,4.5
2022-05-15,20,10.7,17.8,25.1,7.3,0.68,25.7,26.7,75,3.2
2022-05-16,28,6.7,9.1,12.1,3.2,0.7,46.3,21.2,87,2.9
2022-05-17,51,13.1,29.1,26.8,7.4,0.73,76.3,27.5,88,4.2
2022-05-18,37,26.4,49.3,22.2,5.0,0.72,57.9,24.8,84,3.9
2022-05-19,36,9.5,11.2,20.2,3.7,0.67,64.7,24.6,85,4.2
2022-05-20,35,21.7,41.5,24.4,3.5,0.68,41.4,25.4,85,3.5
2022-05-21,59,21.9,36.1,25.8,3.8,0.54,89.3,25.3,60,3.2
2022-05-22,50,10.7,14.6,27.2,3.7,0.62,79.5,24.6,80,2.1
2022-05-23,23,16.3,31.9,30.0,6.5,0.69,58.6,26.0,66,3.3
2022-05-24,31,21.6,44.4,25.4,7.0,0.61,55.5,24.9,84,2.5
2022-05-25,34,11.6,27.0,14.7,8.0,0.77,77.0,26.2,63,3.4
2022-05-26,56,12.5,22.4,20.1,6.0,0.61,91.3,23.0,79,3.4
2022-05-27,41,10.6,17.4,40.6,10.9,0.7,75.9,25.6,84,1.3
2022-05-28,57,8.4,13.4,27.3,8.1,0.69,94.2,23.8,71,3.4
2022-05-29,28,10.3,18.4,37.2,4.6,0.75,47.8,24.7,88,3.0
2022-05-30,35,7.4,16.1,31.3,5.9,0.77,49.3,26.3,84,4.2
2022-05-31,27,13.7,25.0,24.4,8.5,0.75,43.8,22.8,83,4.9
2022-06-01,48,8.8,15.5,23.4,3.5,0.47,73.8,26.4,88,4.5
2022-06-02,36,13.8,19.7,21.4,8.4,0.8,69.8,29.1,79,3.3
2022-06-03,43,4.8,9.7,11.2,5.3,0.83,64.9,25.2,83,2.2
2022-06-04,48,14.3,16.5,21.7,6.4,0.63,79.3,31.6,82,3.7
2022-06-05,49,16.8,29.4,28.9,10.5,0.7,85.7,30.4,82,3.0
2022-06-06,27,3.0,5.0,18.0,11.9,0.59,44.3,27.0,77,3.0
2022-06-07,35,14.5,25.8,24.1,8.1,0.49,58.2,26.4,72,1.6
2022-06-08,46,18.7,26.6,26.7,4.2,0.61,79.5,28.4,79,2.3
2022-06-09,35,6.6,11.9,16.1,3.5,0.63,60.2,25.1,79,3.0
2022-06-10,28,21.0,40.0,18.9,5.6,0.64,55.2,24.0,76,1.9
2022-06-11,46,14.7,27.5,15.5,4.9,0.58,82.5,27.1,89,3.7
2022-06-12,30,9.1,16.1,16.7,5.1,0.61,47.9,27.7,73,1.8
2022-06-13,29,12.3,20.6,13.9,5.4,0.68,62.7,28.2,81,2.4
2022-06-14,34,15.4,26.4,16.2,6.3,0.6,72.1,26.8,91,3.1
2022-06-15,26,13.0,15.0,30.1,7.6,0.73,58.6,30.5,89,4.2
2022-06-16,49,15.3,21.7,16.1,5.7,0.75,78.9,25.0,92,3.4
2022-06-17,47,8.0,16.4,22.4,9.3,0.92,58.7,25.7,77,1.5
2022-06-18,48,13.4,23.8,18.6,9.8,0.79,88.3,29.0,88,4.2
2022-06-19,53,5.5,8.7,28.7,3.8,0.7,65.3,25.7,73,4.1
2022-06-20,49,12.0,16.7,29.5,7.1,0.62,77.3,25.6,80,3.9
2022-06-21,48,8.1,10.2,26.8,8.3,0.71,78.4,28.2,81,1.6
2022-06-22,35,8.9,15.9,23.4,5.2,0.71,57.8,25.9,77,3.7
2022-06-23,29,18.8,33.8,20.2,6.8,0.63,36.4,27.7,79,3.7
2022-06-24,51,18.1,32.2,14.4,6.0,0.76,72.6,26.6,78,2.3
2022-06-25,51,15.6,19.3,33.3,8.2,0.54,68.3,26.3,74,3.0
2022-06-26,43,7.1,12.3,17.0,9.5,0.66,75.5,23.8,89,2.8
2022-06-27,32,11.0,23.4,25.6,4.8,0.74,63.8,28.3,81,3.1
2022-06-28,38,18.7,31.3,28.0,8.3,0.65,60.7,25.5,84,2.7
2022-06-29,55,13.3,23.3,18.3,8.9,0.66,97.3,27.7,83,4.4
2022-06-30,34,24.2,36.9,27.8,6.6,0.67,45.1,27.0,82,4.0
2022-07-01,45,13.7,23.8,24.8,4.0,0.56,83.8,28.6,81,2.3
2022-07-02,40,12.7,21.7,30.6,8.8,0.76,64.2,28.7,78,3.3
2022-07-03,41,10.2,16.3,17.4,4.7,0.54,67.8,29.4,91,3.6
2022-07-04,45,12.4,29.0,12.5,4.3,0.67,68.0,27.5,86,3.7
2022-07-05,33,10.9,24.1,17.2,8.1,0.68,60.7,31.5,80,5.0
2022-07-06,55,15.2,29.6,21.5,9.5,0.55,81.4,25.3,76,1.9
2022-07-07,61,16.5,27.3,20.6,6.3,0.65,93.7,28.5,79,0.8
2022-07-08,40,7.8,14.5,17.9,4.7,0.55,79.9,30.7,83,2.1
2022-07-09,51,5.0,6.9,8.8,8.8,0.78,74.4,30.0,92,4.2
2022-07-10,39,3.0,6.8,23.1,4.2,0.53,58.0,27.1,69,2.8
2022-07-11,56,14.2,18.9,32.1,4.7,0.57,80.6,27.4,85,2.5
2022-07-12,73,6.2,12.1,23.0,9.1,0.52,105.1,27.0,89,2.3
2022-07-13,49,3.0,5.0,23.9,5.3,0.5,67.1,30.2,68,3.0
2022-07-14,42,13.6,20.2,23.7,4.4,0.8,67.2,27.5,79,2.7
2022-07-15,43,24.2,52.0,22.6,8.8,0.69,64.4,29.5,71,3.3
2022-07-16,51,11.7,13.7,25.8,4.1,0.65,65.5,29.5,83,1.9
2022-07-17,26,15.9,25.8,22.6,6.3,0.57,31.6,33.7,77,2.5
2022-07-18,50,12.1,26.3,18.4,3.6,0.73,78.9,29.6,79,4.2
